subscription_id,customer_id,tier,start_date,end_date,end_reason
S000467,C00420,Starter,2023-07-01,2024-05-01,Churn
S000468,C00421,Enterprise,2023-12-01,2025-12-01,Active
S000469,C00422,Starter,2025-07-01,2025-12-01,Active
S000470,C00423,Growth,2025-01-01,2025-08-01,Churn
S000471,C00424,Growth,2024-01-01,2025-01-01,Downgrade
S000472,C00424,Starter,2025-02-01,2025-07-01,Churn
S000473,C00425,Growth,2023-10-01,2023-11-01,Churn
S000474,C00426,Starter,2025-12-01,2025-12-01,Active
S000475,C00427,Starter,2025-08-01,2025-12-01,Active
S000476,C00428,Starter,2024-12-01,2025-02-01,Upgrade
S000477,C00428,Growth,2025-03-01,2025-12-01,Active
S000478,C00429,Starter,2025-03-01,2025-05-01,Churn
S000479,C00430,Starter,2024-09-01,2025-08-01,Upgrade
S000480,C00430,Growth,2025-09-01,2025-12-01,Active
S000481,C00431,Starter,2024-09-01,2025-06-01,Churn
S000482,C00432,Starter,2025-11-01,2025-12-01,Active
S000483,C00433,Starter,2024-09-01,2025-01-01,Churn
S000484,C00434,Starter,2024-11-01,2025-12-01,Active
S000485,C00435,Starter,2023-09-01,2025-02-01,Churn
S000486,C00436,Starter,2024-12-01,2024-12-01,Churn
S000487,C00437,Growth,2025-05-01,2025-06-01,Churn
S000488,C00438,Starter,2025-05-01,2025-12-01,Active
S000489,C00439,Growth,2024-07-01,2025-12-01,Active
S000490,C00440,Growth,2025-03-01,2025-12-01,Active
S000491,C00441,Starter,2025-07-01,2025-10-01,Upgrade
S000492,C00441,Growth,2025-11-01,2025-11-01,Churn
S000493,C00442,Growth,2024-03-01,2025-12-01,Active
S000494,C00443,Starter,2025-07-01,2025-12-01,Active
S000495,C00444,Growth,2025-09-01,2025-12-01,Active
S000496,C00445,Starter,2025-05-01,2025-12-01,Active
S000497,C00446,Growth,2024-05-01,2025-02-01,Upgrade
S000498,C00446,Enterprise,2025-03-01,2025-12-01,Active
S000499,C00447,Starter,2024-01-01,2025-02-01,Churn
S000500,C00448,Growth,2025-09-01,2025-12-01,Active
S000501,C00449,Growth,2024-04-01,2025-11-01,Downgrade
S000502,C00449,Starter,2025-12-01,2025-12-01,Active
S000503,C00450,Starter,2024-09-01,2024-12-01,Churn
S000504,C00451,Starter,2025-06-01,2025-12-01,Active
S000505,C00452,Enterprise,2023-02-01,2025-12-01,Active
S000506,C00453,Starter,2023-11-01,2025-11-01,Upgrade
S000507,C00453,Growth,2025-12-01,2025-12-01,Active
S000508,C00454,Growth,2023-06-01,2025-12-01,Active
S000509,C00455,Growth,2024-06-01,2024-06-01,Churn
S000510,C00456,Starter,2023-06-01,2024-08-01,Churn
S000511,C00457,Starter,2023-01-01,2024-01-01,Churn
S000512,C00458,Starter,2024-08-01,2025-12-01,Active
S000513,C00459,Starter,2025-09-01,2025-12-01,Active
S000514,C00460,Starter,2023-08-01,2024-12-01,Upgrade
S000515,C00460,Growth,2025-01-01,2025-10-01,Churn
S000516,C00461,Starter,2023-11-01,2025-11-01,Churn
S000517,C00462,Starter,2023-06-01,2025-02-01,Churn
S000518,C00463,Growth,2024-03-01,2025-12-01,Active
S000519,C00464,Growth,2025-04-01,2025-12-01,Active
S000520,C00465,Growth,2023-11-01,2024-04-01,Churn
S000521,C00466,Growth,2024-09-01,2025-12-01,Active
S000522,C00467,Starter,2025-12-01,2025-12-01,Active
S000523,C00468,Starter,2024-11-01,2025-06-01,Upgrade
S000524,C00468,Growth,2025-07-01,2025-12-01,Active
S000525,C00469,Growth,2023-05-01,2025-12-01,Active
S000526,C00470,Starter,2024-02-01,2024-10-01,Churn
S000527,C00471,Growth,2024-10-01,2025-12-01,Active
S000528,C00472,Enterprise,2025-12-01,2025-12-01,Active
S000529,C00473,Enterprise,2025-03-01,2025-12-01,Active
S000530,C00474,Starter,2023-12-01,2024-10-01,Churn
S000531,C00475,Growth,2025-05-01,2025-12-01,Active
S000532,C00476,Starter,2024-09-01,2025-12-01,Active
S000533,C00477,Growth,2023-07-01,2024-08-01,Churn
S000534,C00478,Enterprise,2024-04-01,2024-10-01,Churn
S000535,C00479,Starter,2023-05-01,2025-07-01,Churn
S000536,C00480,Starter,2023-09-01,2023-09-01,Churn
S000537,C00481,Growth,2024-09-01,2025-12-01,Active
S000538,C00482,Enterprise,2025-10-01,2025-12-01,Active
S000539,C00483,Growth,2025-05-01,2025-12-01,Active
S000540,C00484,Starter,2025-07-01,2025-12-01,Active
S000541,C00485,Starter,2025-07-01,2025-07-01,Churn
S000542,C00486,Starter,2025-06-01,2025-12-01,Active
S000543,C00487,Growth,2024-11-01,2025-12-01,Active
S000544,C00488,Growth,2025-12-01,2025-12-01,Active
S000545,C00489,Growth,2023-01-01,2025-06-01,Churn
S000546,C00490,Enterprise,2025-11-01,2025-12-01,Active
S000547,C00491,Enterprise,2023-11-01,2025-12-01,Active
S000548,C00492,Growth,2025-04-01,2025-12-01,Active
S000549,C00493,Starter,2025-09-01,2025-12-01,Active
S000550,C00494,Enterprise,2025-07-01,2025-12-01,Active
S000551,C00495,Growth,2024-02-01,2025-12-01,Active
S000552,C00496,Growth,2024-03-01,2025-12-01,Active
S000553,C00497,Starter,2023-07-01,2023-09-01,Upgrade
S000554,C00497,Growth,2023-10-01,2025-12-01,Active
S000555,C00498,Starter,2025-11-01,2025-12-01,Active
S000556,C00499,Starter,2025-07-01,2025-12-01,Active
S000557,C00500,Starter,2023-08-01,2023-09-01,Churn
S000558,C00501,Starter,2024-01-01,2025-12-01,Active
S000559,C00502,Starter,2024-11-01,2024-12-01,Churn
S000560,C00503,Starter,2025-08-01,2025-10-01,Churn
S000561,C00504,Starter,2025-11-01,2025-12-01,Active
S000562,C00505,Enterprise,2023-10-01,2024-04-01,Churn
S000563,C00506,Growth,2024-03-01,2025-07-01,Upgrade
S000564,C00506,Enterprise,2025-08-01,2025-12-01,Active
S000565,C00507,Starter,2024-06-01,2025-08-01,Upgrade
S000566,C00507,Growth,2025-09-01,2025-12-01,Active
S000567,C00508,Starter,2024-01-01,2024-01-01,Churn
S000568,C00509,Starter,2024-02-01,2024-04-01,Churn
S000569,C00510,Enterprise,2024-06-01,2025-12-01,Active
S000570,C00511,Starter,2025-06-01,2025-12-01,Active
S000571,C00512,Starter,2024-04-01,2025-12-01,Active
S000572,C00513,Enterprise,2023-11-01,2025-12-01,Active
S000573,C00514,Starter,2024-04-01,2025-12-01,Active
S000574,C00515,Enterprise,2024-01-01,2025-12-01,Active
S000575,C00516,Enterprise,2024-12-01,2025-12-01,Active
S000576,C00517,Enterprise,2023-09-01,2025-12-01,Active
S000577,C00518,Enterprise,2025-04-01,2025-12-01,Active
S000578,C00519,Starter,2025-12-01,2025-12-01,Active
S000579,C00520,Starter,2023-04-01,2024-10-01,Upgrade
S000580,C00520,Growth,2024-11-01,2025-05-01,Churn
S000581,C00521,Enterprise,2023-10-01,2025-12-01,Active
S000582,C00522,Starter,2023-04-01,2024-02-01,Churn
S000583,C00523,Starter,2025-08-01,2025-12-01,Active
S000584,C00524,Starter,2024-04-01,2025-12-01,Active
S000585,C00525,Growth,2025-11-01,2025-11-01,Churn
S000586,C00526,Starter,2025-06-01,2025-12-01,Active
S000587,C00527,Growth,2024-02-01,2025-12-01,Active
S000588,C00528,Starter,2023-03-01,2023-06-01,Upgrade
S000589,C00528,Growth,2023-07-01,2024-02-01,Upgrade
S000590,C00528,Enterprise,2024-03-01,2025-12-01,Active
S000591,C00529,Starter,2023-06-01,2023-12-01,Churn
S000592,C00530,Starter,2023-09-01,2025-12-01,Active
S000593,C00531,Starter,2024-07-01,2025-01-01,Churn
S000594,C00532,Starter,2025-04-01,2025-12-01,Active
S000595,C00533,Starter,2024-09-01,2025-12-01,Active
S000596,C00534,Growth,2025-02-01,2025-05-01,Churn
S000597,C00535,Growth,2023-02-01,2024-06-01,Churn
S000598,C00536,Starter,2025-05-01,2025-12-01,Active
S000599,C00537,Growth,2025-09-01,2025-12-01,Active
S000600,C00538,Growth,2023-09-01,2024-04-01,Upgrade
S000601,C00538,Enterprise,2024-05-01,2025-12-01,Active
S000602,C00539,Starter,2025-10-01,2025-12-01,Active
S000603,C00540,Starter,2024-12-01,2025-12-01,Active
S000604,C00541,Starter,2025-07-01,2025-12-01,Active
S000605,C00542,Starter,2024-02-01,2024-07-01,Churn
S000606,C00543,Starter,2025-09-01,2025-12-01,Active
S000607,C00544,Starter,2024-05-01,2025-12-01,Active
S000608,C00545,Growth,2024-11-01,2025-12-01,Active
S000609,C00546,Starter,2024-06-01,2024-10-01,Upgrade
S000610,C00546,Growth,2024-11-01,2025-12-01,Active
S000611,C00547,Growth,2024-06-01,2025-12-01,Active
S000612,C00548,Growth,2024-02-01,2024-10-01,Churn
S000613,C00549,Growth,2025-07-01,2025-12-01,Active
S000614,C00550,Starter,2025-11-01,2025-12-01,Active
S000615,C00551,Growth,2025-12-01,2025-12-01,Active
S000616,C00552,Growth,2024-03-01,2025-12-01,Active
S000617,C00553,Growth,2024-03-01,2024-10-01,Upgrade
S000618,C00553,Enterprise,2024-11-01,2025-10-01,Downgrade
S000619,C00553,Growth,2025-11-01,2025-12-01,Active
S000620,C00554,Starter,2024-12-01,2025-12-01,Active
S000621,C00555,Starter,2025-05-01,2025-12-01,Active
S000622,C00556,Growth,2025-09-01,2025-12-01,Active
S000623,C00557,Growth,2025-01-01,2025-12-01,Active
S000624,C00558,Starter,2024-06-01,2025-12-01,Active
S000625,C00559,Starter,2025-10-01,2025-12-01,Active
S000626,C00560,Starter,2025-08-01,2025-12-01,Active
S000627,C00561,Starter,2025-12-01,2025-12-01,Active
S000628,C00562,Starter,2023-06-01,2025-12-01,Active
S000629,C00563,Starter,2025-09-01,2025-12-01,Active
S000630,C00564,Starter,2024-06-01,2024-12-01,Churn
S000631,C00565,Growth,2025-08-01,2025-12-01,Active
S000632,C00566,Growth,2024-05-01,2025-12-01,Active
S000633,C00567,Growth,2024-05-01,2024-11-01,Churn
S000634,C00568,Starter,2024-04-01,2024-04-01,Churn
S000635,C00569,Enterprise,2024-05-01,2025-12-01,Active
S000636,C00570,Growth,2023-11-01,2025-06-01,Churn
S000637,C00571,Starter,2023-01-01,2024-06-01,Churn
S000638,C00572,Starter,2025-01-01,2025-05-01,Churn
S000639,C00573,Starter,2025-08-01,2025-12-01,Active
S000640,C00574,Enterprise,2024-06-01,2025-12-01,Active
S000641,C00575,Growth,2024-11-01,2025-12-01,Active
S000642,C00576,Growth,2025-12-01,2025-12-01,Active
S000643,C00577,Enterprise,2024-02-01,2025-12-01,Active
S000644,C00578,Starter,2025-07-01,2025-12-01,Active
S000645,C00579,Starter,2025-12-01,2025-12-01,Active
S000646,C00580,Growth,2025-12-01,2025-12-01,Active
S000647,C00581,Growth,2025-06-01,2025-12-01,Active
S000648,C00582,Starter,2025-09-01,2025-12-01,Active
S000649,C00583,Starter,2025-05-01,2025-12-01,Active
S000650,C00584,Starter,2023-11-01,2023-11-01,Churn
S000651,C00585,Starter,2024-02-01,2025-09-01,Churn
S000652,C00586,Starter,2023-05-01,2023-05-01,Churn
S000653,C00587,Starter,2024-06-01,2025-02-01,Churn
S000654,C00588,Starter,2025-09-01,2025-12-01,Active
S000655,C00589,Starter,2024-09-01,2025-12-01,Active
S000656,C00590,Growth,2023-11-01,2024-05-01,Churn
S000657,C00591,Starter,2023-08-01,2024-09-01,Churn
S000658,C00592,Starter,2023-03-01,2024-02-01,Churn
S000659,C00593,Growth,2023-10-01,2025-11-01,Churn
S000660,C00594,Starter,2024-03-01,2025-12-01,Active
S000661,C00595,Starter,2024-02-01,2025-12-01,Active
S000662,C00596,Starter,2025-12-01,2025-12-01,Active
S000663,C00597,Starter,2023-02-01,2023-10-01,Churn
S000664,C00598,Growth,2023-09-01,2023-10-01,Downgrade
S000665,C00598,Starter,2023-11-01,2024-10-01,Upgrade
S000666,C00598,Growth,2024-11-01,2025-12-01,Active
S000667,C00599,Starter,2025-06-01,2025-12-01,Active
S000668,C00600,Starter,2023-04-01,2023-08-01,Churn
S000669,C00601,Growth,2023-09-01,2025-12-01,Active
S000670,C00602,Enterprise,2024-10-01,2025-12-01,Active
S000671,C00603,Starter,2025-04-01,2025-10-01,Churn
S000672,C00604,Starter,2025-06-01,2025-12-01,Active
S000673,C00605,Starter,2023-03-01,2024-09-01,Upgrade
S000674,C00605,Growth,2024-10-01,2025-05-01,Churn
S000675,C00606,Growth,2023-02-01,2023-03-01,Upgrade
S000676,C00606,Enterprise,2023-04-01,2024-02-01,Downgrade
S000677,C00606,Growth,2024-03-01,2025-12-01,Active
S000678,C00607,Growth,2025-06-01,2025-12-01,Active
S000679,C00608,Starter,2025-12-01,2025-12-01,Active
S000680,C00609,Starter,2025-08-01,2025-12-01,Active
S000681,C00610,Enterprise,2023-01-01,2025-12-01,Active
S000682,C00611,Starter,2024-01-01,2025-08-01,Churn
S000683,C00612,Growth,2025-11-01,2025-12-01,Active
S000684,C00613,Enterprise,2025-09-01,2025-12-01,Active
S000685,C00614,Growth,2023-09-01,2024-07-01,Churn
S000686,C00615,Enterprise,2025-01-01,2025-03-01,Churn
S000687,C00616,Growth,2025-12-01,2025-12-01,Active
S000688,C00617,Growth,2023-05-01,2025-12-01,Active
S000689,C00618,Starter,2024-12-01,2025-12-01,Active
S000690,C00619,Growth,2025-03-01,2025-12-01,Active
S000691,C00620,Enterprise,2025-03-01,2025-12-01,Active
S000692,C00621,Starter,2023-02-01,2024-07-01,Upgrade
S000693,C00621,Growth,2024-08-01,2025-12-01,Active
S000694,C00622,Starter,2023-05-01,2023-06-01,Churn
S000695,C00623,Starter,2024-11-01,2025-07-01,Churn
S000696,C00624,Starter,2024-07-01,2025-12-01,Active
S000697,C00625,Growth,2023-02-01,2023-02-01,Upgrade
S000698,C00625,Enterprise,2023-03-01,2025-12-01,Active
S000699,C00626,Growth,2025-11-01,2025-12-01,Active
S000700,C00627,Starter,2025-11-01,2025-11-01,Upgrade
S000701,C00627,Growth,2025-12-01,2025-12-01,Active
S000702,C00628,Growth,2025-06-01,2025-12-01,Active
S000703,C00629,Enterprise,2025-05-01,2025-12-01,Active
S000704,C00630,Starter,2024-11-01,2025-12-01,Active
S000705,C00631,Starter,2025-05-01,2025-05-01,Churn
S000706,C00632,Growth,2023-11-01,2024-06-01,Churn
S000707,C00633,Starter,2025-10-01,2025-12-01,Active
S000708,C00634,Growth,2024-12-01,2025-12-01,Active
S000709,C00635,Enterprise,2025-11-01,2025-12-01,Active
S000710,C00636,Growth,2025-03-01,2025-12-01,Active
S000711,C00637,Growth,2025-09-01,2025-12-01,Active
S000712,C00638,Starter,2024-01-01,2024-07-01,Churn
S000713,C00639,Starter,2024-12-01,2025-12-01,Active
S000714,C00640,Starter,2025-04-01,2025-12-01,Active
S000715,C00641,Enterprise,2025-03-01,2025-12-01,Active
S000716,C00642,Starter,2024-09-01,2025-02-01,Churn
S000717,C00643,Growth,2024-12-01,2025-12-01,Active
S000718,C00644,Starter,2024-02-01,2024-04-01,Upgrade
S000719,C00644,Growth,2024-05-01,2025-12-01,Active
S000720,C00645,Enterprise,2023-04-01,2024-09-01,Downgrade
S000721,C00645,Growth,2024-10-01,2025-12-01,Active
S000722,C00646,Growth,2023-12-01,2023-12-01,Downgrade
S000723,C00646,Starter,2024-01-01,2024-04-01,Churn
S000724,C00647,Starter,2024-04-01,2025-12-01,Active
S000725,C00648,Enterprise,2025-05-01,2025-12-01,Active
S000726,C00649,Enterprise,2025-03-01,2025-12-01,Active
S000727,C00650,Growth,2024-03-01,2025-12-01,Active
S000728,C00651,Growth,2025-08-01,2025-12-01,Active
S000729,C00652,Starter,2025-05-01,2025-12-01,Active
S000730,C00653,Starter,2023-05-01,2024-02-01,Churn
S000731,C00654,Starter,2024-11-01,2025-12-01,Active
S000732,C00655,Enterprise,2025-11-01,2025-12-01,Active
S000733,C00656,Starter,2025-01-01,2025-12-01,Active
S000734,C00657,Starter,2024-03-01,2025-12-01,Active
S000735,C00658,Growth,2024-11-01,2024-12-01,Churn
S000736,C00659,Enterprise,2024-04-01,2025-04-01,Downgrade
S000737,C00659,Growth,2025-05-01,2025-12-01,Active
S000738,C00660,Starter,2025-05-01,2025-10-01,Upgrade
S000739,C00660,Growth,2025-11-01,2025-12-01,Active
S000740,C00661,Starter,2025-01-01,2025-12-01,Active
S000741,C00662,Growth,2024-05-01,2024-05-01,Upgrade
S000742,C00662,Enterprise,2024-06-01,2025-12-01,Active
S000743,C00663,Growth,2024-10-01,2025-12-01,Active
S000744,C00664,Starter,2024-10-01,2024-12-01,Churn
S000745,C00665,Growth,2025-01-01,2025-01-01,Churn
S000746,C00666,Starter,2023-11-01,2024-10-01,Churn
S000747,C00667,Starter,2025-05-01,2025-12-01,Active
S000748,C00668,Growth,2023-10-01,2025-12-01,Active
S000749,C00669,Growth,2024-05-01,2025-06-01,Downgrade
S000750,C00669,Starter,2025-07-01,2025-07-01,Upgrade
S000751,C00669,Growth,2025-08-01,2025-12-01,Active
S000752,C00670,Starter,2023-01-01,2025-08-01,Churn
S000753,C00671,Starter,2024-04-01,2024-12-01,Churn
S000754,C00672,Starter,2025-06-01,2025-12-01,Active
S000755,C00673,Starter,2023-11-01,2025-05-01,Churn
S000756,C00674,Growth,2023-08-01,2024-05-01,Upgrade
S000757,C00674,Enterprise,2024-06-01,2024-08-01,Churn
S000758,C00675,Starter,2025-11-01,2025-11-01,Churn
S000759,C00676,Growth,2024-12-01,2025-05-01,Churn
S000760,C00677,Starter,2024-04-01,2025-12-01,Active
S000761,C00678,Growth,2025-01-01,2025-12-01,Active
S000762,C00679,Starter,2025-08-01,2025-12-01,Active
S000763,C00680,Enterprise,2025-03-01,2025-12-01,Active
S000764,C00681,Enterprise,2023-07-01,2025-12-01,Active
S000765,C00682,Starter,2024-09-01,2025-12-01,Active
S000766,C00683,Starter,2024-05-01,2025-07-01,Churn
S000767,C00684,Growth,2025-04-01,2025-12-01,Active
S000768,C00685,Starter,2025-09-01,2025-12-01,Active
S000769,C00686,Enterprise,2025-02-01,2025-04-01,Downgrade
S000770,C00686,Growth,2025-05-01,2025-12-01,Active
S000771,C00687,Starter,2024-01-01,2025-06-01,Churn
S000772,C00688,Starter,2025-01-01,2025-06-01,Churn
S000773,C00689,Growth,2024-11-01,2025-12-01,Active
S000774,C00690,Starter,2024-06-01,2025-04-01,Churn
S000775,C00691,Growth,2024-10-01,2025-12-01,Active
S000776,C00692,Growth,2025-03-01,2025-12-01,Active
S000777,C00693,Starter,2025-02-01,2025-10-01,Churn
S000778,C00694,Growth,2025-05-01,2025-07-01,Churn
S000779,C00695,Starter,2025-10-01,2025-12-01,Active
S000780,C00696,Growth,2024-03-01,2025-12-01,Active
S000781,C00697,Growth,2024-12-01,2025-02-01,Churn
S000782,C00698,Starter,2024-10-01,2025-12-01,Active
S000783,C00699,Starter,2024-09-01,2024-12-01,Churn
S000784,C00700,Starter,2023-12-01,2024-02-01,Churn
S000785,C00701,Enterprise,2025-04-01,2025-12-01,Active
S000786,C00702,Starter,2025-03-01,2025-08-01,Upgrade
S000787,C00702,Growth,2025-09-01,2025-12-01,Active
S000788,C00703,Starter,2023-03-01,2025-12-01,Active
S000789,C00704,Growth,2023-08-01,2025-12-01,Active
S000790,C00705,Enterprise,2025-02-01,2025-12-01,Active
S000791,C00706,Growth,2024-07-01,2025-12-01,Active
S000792,C00707,Growth,2023-08-01,2024-12-01,Upgrade
S000793,C00707,Enterprise,2025-01-01,2025-12-01,Active
S000794,C00708,Starter,2025-04-01,2025-12-01,Active
S000795,C00709,Growth,2023-08-01,2025-12-01,Active
S000796,C00710,Enterprise,2025-01-01,2025-12-01,Active
S000797,C00711,Growth,2024-09-01,2025-12-01,Active
S000798,C00712,Starter,2025-09-01,2025-12-01,Active
S000799,C00713,Growth,2025-03-01,2025-12-01,Active
S000800,C00714,Starter,2024-12-01,2025-12-01,Active
S000801,C00715,Growth,2024-01-01,2024-06-01,Upgrade
S000802,C00715,Enterprise,2024-07-01,2025-04-01,Churn
S000803,C00716,Growth,2024-06-01,2025-03-01,Churn
S000804,C00717,Starter,2024-10-01,2025-12-01,Active
S000805,C00718,Starter,2023-09-01,2025-12-01,Active
S000806,C00719,Growth,2025-01-01,2025-12-01,Active
S000807,C00720,Starter,2024-09-01,2025-10-01,Churn
S000808,C00721,Starter,2025-06-01,2025-12-01,Active
S000809,C00722,Starter,2024-07-01,2025-12-01,Active
S000810,C00723,Starter,2025-07-01,2025-12-01,Active
S000811,C00724,Growth,2023-01-01,2023-06-01,Churn
S000812,C00725,Enterprise,2024-01-01,2024-06-01,Downgrade
S000813,C00725,Growth,2024-07-01,2025-12-01,Active
S000814,C00726,Enterprise,2025-01-01,2025-12-01,Active
S000815,C00727,Enterprise,2023-09-01,2025-12-01,Active
S000816,C00728,Starter,2024-02-01,2025-08-01,Upgrade
S000817,C00728,Growth,2025-09-01,2025-12-01,Active
S000818,C00729,Starter,2025-03-01,2025-07-01,Churn
S000819,C00730,Starter,2025-06-01,2025-12-01,Active
S000820,C00731,Starter,2025-04-01,2025-05-01,Churn
S000821,C00732,Starter,2024-04-01,2025-12-01,Active
S000822,C00733,Starter,2024-12-01,2025-12-01,Active
S000823,C00734,Growth,2024-04-01,2025-12-01,Active
S000824,C00735,Starter,2023-12-01,2025-12-01,Active
S000825,C00736,Starter,2025-11-01,2025-12-01,Active
S000826,C00737,Growth,2024-01-01,2025-12-01,Active
S000827,C00738,Starter,2024-06-01,2024-10-01,Churn
S000828,C00739,Enterprise,2023-06-01,2025-12-01,Active
S000829,C00740,Growth,2024-03-01,2025-12-01,Active
S000830,C00741,Starter,2024-09-01,2025-12-01,Active
S000831,C00742,Starter,2025-08-01,2025-11-01,Churn
S000832,C00743,Growth,2025-03-01,2025-12-01,Active
S000833,C00744,Growth,2025-08-01,2025-12-01,Active
S000834,C00745,Starter,2025-09-01,2025-12-01,Active
S000835,C00746,Enterprise,2025-05-01,2025-12-01,Active
S000836,C00747,Enterprise,2024-09-01,2025-12-01,Active
S000837,C00748,Starter,2024-10-01,2025-12-01,Active
S000838,C00749,Starter,2024-03-01,2025-12-01,Active
S000839,C00750,Starter,2025-11-01,2025-12-01,Active
S000840,C00751,Enterprise,2024-05-01,2025-12-01,Active
S000841,C00752,Growth,2023-12-01,2025-08-01,Upgrade
S000842,C00752,Enterprise,2025-09-01,2025-12-01,Active
S000843,C00753,Starter,2023-10-01,2025-12-01,Active
S000844,C00754,Growth,2024-09-01,2025-12-01,Active
S000845,C00755,Growth,2024-02-01,2024-08-01,Churn
S000846,C00756,Growth,2023-11-01,2024-07-01,Churn
S000847,C00757,Starter,2024-04-01,2025-12-01,Active
S000848,C00758,Growth,2024-04-01,2025-12-01,Active
